competitor_id,company_name,industry,sub_industry,description,target_audience,problem_solved,solution,business_model,revenue_model,pricing_model,main_features,technology,geographic_market,funding,company_status,source,source_url,last_verified_date
CMP-014045,CryoMedix,HealthTech,Health Care|Healthcare Services|Medical Devices,,,,,,,,,,United States,500000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014053,Cryptmint,FinTech,Bitcoin|QR Codes,,,,,,,,,,United States,45000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014065,Cryptovision,Other / Unspecified,,,,,,,,,,,Germany,,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014077,Crystax Pharmaceuticals,HealthTech,Biotechnology,,,,,,,,,,Spain,,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014080,CS Disco,SaaS,Software,,,,,,,,,,United States,12000000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014084,CS Products,Other / Unspecified,Natural Resources,,,,,,,,,,United States,,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014090,CSDN,Media & Entertainment,Social Media,,,,,,,,,,China,10000000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014132,Cubeit.fm,Media & Entertainment,iOS|Mobile|Music,,,,,,,,,,United States,,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014161,Cue,SaaS,Curated Web,,,,,,,,,,United States,4715000.0,acquired,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014171,CUI Global,DeepTech,Semiconductors,,,,,,,,,,United States,8000000.0,ipo,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014187,Culture Machine,Media & Entertainment,Digital Media|Entertainment|Media|Technology,,,,,,,,,,India,21500000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014214,CÜR Media,Media & Entertainment,Entertainment|Internet Radio Market|Location Based Services|Music,,,,,,,,,,United States,9750000.0,ipo,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014218,Curacity,MarTech,Internet Marketing|Media|Services,,,,,,,,,,,2250000.0,closed,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014243,Curenci,SaaS,Software,,,,,,,,,,United States,125000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014251,Curio,DeepTech,Hardware + Software,,,,,,,,,,,25000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014267,CurrencyFair,FinTech,Finance|P2P Money Transfer|Peer-to-Peer|Virtualization,,,,,,,,,,Ireland,15449707.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014293,Custom Control Concepts,Other / Unspecified,,,,,,,,,,,United States,,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014298,Customer Clever,Other / Unspecified,Biometrics|Customer Service|Databases,,,,,,,,,,Australia,228637.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014319,CutisPharma,HealthTech,Pharmaceuticals,,,,,,,,,,United States,20000000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014327,Cuvva,FinTech,Finance Technology|Insurance,,,,,,,,,,,250000.0,closed,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014328,Cuyana,E-commerce,E-Commerce,,,,,,,,,,United States,1700000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014339,Cvergenx,HealthTech,Health and Wellness|Health Diagnostics,,,,,,,,,,United States,225554.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014347,cWyze,MarTech,Advertising,,,,,,,,,,United States,250000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014351,CXOWARE,SaaS,Enterprise Software,,,,,,,,,,United States,1250000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014353,CYA Technologies,SaaS,Enterprise Software,,,,,,,,,,United States,3000000.0,acquired,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014373,CyberDefender,Cybersecurity,IT and Cybersecurity|Security,,,,,,,,,,United States,13210580.0,closed,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014377,Cybergnostic,Other / Unspecified,Service Providers,,,,,,,,,,United States,2700000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014381,CyberIQ Services,SaaS,Analytics,,,,,,,,,,United States,3290000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014394,CyberSponse,Cybersecurity,Security,,,,,,,,,,United States,3695000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014455,CYPHER,SaaS,Software,,,,,,,,,,United States,5561939.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014488,CytoLogic,HealthTech,Health Care,,,,,,,,,,United States,978637.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014493,Cytoo,HealthTech,Biotechnology,,,,,,,,,,France,14700000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014520,d.light design,ClimateTech,Clean Technology|Solar,,,,,,,,,,Cayman Islands,25775000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014544,Budge,Media & Entertainment,Apps|Entertainment|Games|iPhone|Mobile|Social Media|Technology,,,,,,,,,,United States,1016000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014547,Dabble,EdTech,Curated Web|Education,,,,,,,,,,United States,905500.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014572,Daily Aisle,Other / Unspecified,Event Management|Search|Ticketing|Weddings,,,,,,,,,,United States,,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014589,DailyLook,E-commerce,E-Commerce|Fashion|Retail|Shopping,,,,,,,,,,United States,2500000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014595,DailyStrength,SaaS,Curated Web,,,,,,,,,,United States,5000000.0,acquired,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014596,DailyThemes.org,EdTech,Education|Language Learning|Networking|Tutoring,,,,,,,,,,Canada,,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014602,Daishu.com,EdTech,Education,,,,,,,,,,China,7700000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014605,Daixe,SaaS,Design|Internet|Optimization|Software|Startups|Web Design|Web Development|Web Tools,,,,,,,,,,Mexico,20000.0,closed,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014613,Dakwak,SaaS,Language Learning|Local|Software|Translation,,,,,,,,,,United States,600000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014640,Danforth Pewterers,Other / Unspecified,Manufacturing,,,,,,,,,,United States,390000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014654,DaoCloud,HealthTech,Health and Wellness|Health Care Information Technology|Mobile Health|Personal Health,,,,,,,,,,United States,94000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014675,Darenta,TravelTech,Auto|Cars|Collaborative Consumption|Marketplaces|Online Rental|Peer-to-Peer|Transportation|Travel,,,,,,,,,,Russia,10000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014699,Dash,Other / Unspecified,Gps|Maps|Mobile|Navigation,,,,,,,,,,United States,65000000.0,acquired,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014702,Dash Hudson,MarTech,Brand Marketing|Business Analytics,,,,,,,,,,United States,611000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014718,DashTag,Other / Unspecified,,,,,,,,,,,,60854.7422214472,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014719,DashThis,Cybersecurity,Analytics|E-Commerce|Network Security|Web Development,,,,,,,,,,Canada,,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014720,Dashwire,Other / Unspecified,Mobile,,,,,,,,,,United States,3859459.0,acquired,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014770,Datadecision,SaaS,Analytics,,,,,,,,,,France,37903.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014772,DataDog Health,Other / Unspecified,,,,,,,,,,,United States,250000.0,closed,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014821,"DataScience, Inc.",SaaS,Analytics|Big Data|Big Data Analytics|Business Intelligence|Cloud Data Services|Databases|Data Integration|Data Visualization|Internet of Things,,,,,,,,,,United States,6000000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014828,DataSphere,MarTech,Advertising|Incentives|Local|Media|SaaS|Search|Television,,,,,,,,,,United States,28805381.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014846,DataXu,MarTech,Ad Targeting|Advertising|Big Data Analytics|Data Visualization|Digital Media|Enterprise Software|Internet Marketing|Technology,,,,,,,,,,United States,55800000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014855,Dating LATAM,Other / Unspecified,Internet|Online Dating,,,,,,,,,,United States,,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014874,Davidson Instruments,Other / Unspecified,Oil & Gas,,,,,,,,,,United States,355000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014875,DAVIDsTEA,E-commerce,E-Commerce,,,,,,,,,,Canada,13962782.0,ipo,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014880,DAVO Technologies,FinTech,Financial Services|Franchises|Governments|Small and Medium Businesses,,,,,,,,,,United States,2220000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014884,DAXKO,SaaS,Software,,,,,,,,,,United States,7750000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014900,Daylight Digital,Other / Unspecified,Design,,,,,,,,,,United States,25000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014910,Dazzling Beauty Group,E-commerce,Beauty|E-Commerce,,,,,,,,,,United States,150000.0,closed,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014923,dbTwang,SaaS,Curated Web,,,,,,,,,,,267436.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014964,DealCurious,PropTech,Consumer Internet|Curated Web|Real Estate|Technology,,,,,,,,,,United States,400000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014978,Dealflow.com,FinTech,Finance|Software,,,,,,,,,,United States,1000000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014989,Local Offer Network,MarTech,Advertising,,,,,,,,,,United States,1500000.0,acquired,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-014996,DealTraction,AI / Machine Learning,Email|Networking|SaaS|Software,,,,,,,,,,United States,500000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015010,Debt Wealth Builders Company,FinTech,Finance,,,,,,,,,,United States,,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015021,Decibel Therapeutics,HealthTech,Biotechnology,,,,,,,,,,,52000000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015023,Decide.com,E-commerce,Consumer Electronics|Curated Web|E-Commerce|Machine Learning|Search|Shopping,,,,,,,,,,United States,16500000.0,acquired,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015025,Decimal Software Ltd,FinTech,Finance|Finance Technology|Services,,,,,,,,,,Australia,19826645.0,ipo,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015047,Decisive BI,Other / Unspecified,Business Intelligence|Web Hosting,,,,,,,,,,United States,,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015050,Deck App Technologies,SaaS,Enterprise Software,,,,,,,,,,India,600000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015056,Decolar.com,TravelTech,Online Travel|Travel & Tourism,,,,,,,,,,Brazil,270000000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015061,DecoSnap,SaaS,Curated Web,,,,,,,,,,,40000.0,closed,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015084,Deep Glint,Cybersecurity,Analytics|Computer Vision|Machine Learning|Security,,,,,,,,,,China,18000000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015090,Deep Sea Marketing S.A.,Media & Entertainment,Apps|Messaging|Photo Sharing|Social Network Media,,,,,,,,,,,325000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015093,Deepclass,E-commerce,Collectibles|E-Commerce|Fashion|Home & Garden|Jewelry|Lifestyle,,,,,,,,,,United States,4350000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015094,DeepDyve,Media & Entertainment,Content|Content Discovery|Startups,,,,,,,,,,United States,5375000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015100,DeepRockDrive,Media & Entertainment,Concerts|Games|Music,,,,,,,,,,United States,3000000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015102,DeepStream Technologies,Other / Unspecified,Manufacturing,,,,,,,,,,United Kingdom,15169529.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015127,Deja View Concepts,Cybersecurity,Security,,,,,,,,,,United States,2360000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015130,Dejour Energy,Other / Unspecified,Oil & Gas,,,,,,,,,,United States,1500000.0,ipo,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015135,Del Palma Orthopedics,DeepTech,Hardware + Software,,,,,,,,,,United States,1402232.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015155,Deline.JY Inc.,SaaS,Curated Web|Internet|Messaging|Mobile|SMS|SNS|Technology,,,,,,,,,,South Korea,100000.0,closed,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015206,Delvv,Media & Entertainment,Mobile|News,,,,,,,,,,United States,3500000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015207,Dely,FoodTech,Consumer Goods|Content Delivery|Food Processing,,,,,,,,,,Japan,,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015210,Dem.ly Srl,MarTech,Email Marketing|Social Media,,,,,,,,,,Italy,302643.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015220,DemandPoint,Other / Unspecified,Consulting,,,,,,,,,,United States,1507989.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015222,Demandware,SaaS,Enterprise Software|Technology,,,,,,,,,,United States,54100002.0,ipo,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015232,Democracy.com,Media & Entertainment,Marketplaces|Social Network Media,,,,,,,,,,United States,3840000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015238,DemoHire,HRTech,Curated Web|Human Resources|Video,,,,,,,,,,United States,50000.0,operating,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
CMP-015250,Denison Entertainment,Other / Unspecified,,,,,,,,,,,,75000000.0,closed,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13
