market_id,industry,sub_industry,country,region,target_audience,market_size,market_size_category,growth_rate,growth_rate_category,demand_level,market_trend,year,sample_startup_count,sample_total_funding_usd,source,source_url,last_verified_date
MKT-00141,E-commerce,Unknown,Egypt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,7,214287000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00142,E-commerce,Unknown,Estonia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,1289633.024259245,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00143,E-commerce,Unknown,Finland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,13,11420052.633894097,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00144,E-commerce,Unknown,France,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,84,452683297.91725767,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00145,E-commerce,Unknown,Germany,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,90,1094241047.3644238,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00146,E-commerce,Unknown,Greece,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,996246.870427501,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00147,E-commerce,Unknown,Hong Kong,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,13,22291250.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00148,E-commerce,Unknown,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,192,7406559050.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00149,E-commerce,Unknown,Indonesia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,33,606511200.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00150,E-commerce,Unknown,Ireland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,14,39997907.090368286,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00151,E-commerce,Unknown,Israel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,37,243439770.5509126,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00152,E-commerce,Unknown,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,32,32828232.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00153,E-commerce,Unknown,Japan,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,35,557219310.3946954,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00154,E-commerce,Unknown,Jordan,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,4,20077000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00155,E-commerce,Unknown,Malaysia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,11,722444608.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00156,E-commerce,Unknown,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,22,560461436.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00157,E-commerce,Unknown,Netherlands,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,28,159503855.61113897,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00158,E-commerce,Unknown,New Zealand,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,42300000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00159,E-commerce,Unknown,Nigeria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,10,78955000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00160,E-commerce,Unknown,Norway,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,1189753.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00161,E-commerce,Unknown,Pakistan,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,4,55942000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00162,E-commerce,Unknown,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,9,5379035.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00163,E-commerce,Unknown,Philippines,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,7,5600000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00164,E-commerce,Unknown,Poland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,14,7936064.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00165,E-commerce,Unknown,Portugal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,6,3579804.20803575,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00166,E-commerce,Unknown,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,65,1251013076.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00167,E-commerce,Unknown,Singapore,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,40,540019756.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00168,E-commerce,Unknown,South Africa,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,13,192785000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00169,E-commerce,Unknown,South Korea,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,19,1440875492.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00170,E-commerce,Unknown,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,84,642285002.0166657,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00171,E-commerce,Unknown,Sweden,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,27,157920854.80359262,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00172,E-commerce,Unknown,Switzerland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,16,26144882.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00173,E-commerce,Unknown,Thailand,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,10,82453699.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00174,E-commerce,Unknown,Turkey,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,43,113304821.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00175,E-commerce,Unknown,Ukraine,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,8,7670000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00176,E-commerce,Unknown,United Arab Emirates,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,15,164255000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00177,E-commerce,Unknown,United Kingdom,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,230,1401722751.8052032,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00178,E-commerce,Unknown,United States,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,1655,20953521815.857056,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00179,E-commerce,Unknown,Vietnam,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,10,201500000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00180,EdTech,Unknown,Argentina,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,11,1484062.9752475251,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00181,EdTech,Unknown,Australia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,17,52394799.411350355,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00182,EdTech,Unknown,Austria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,30592016.634582,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00183,EdTech,Unknown,Belgium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,7,7817552.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00184,EdTech,Unknown,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,32,471821212.07197744,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00185,EdTech,Unknown,Bulgaria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,5,545750.070217271,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00186,EdTech,Unknown,Canada,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,64,261084884.66361204,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00187,EdTech,Unknown,Chile,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,21,2500149.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00188,EdTech,Unknown,China,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,75,1575814106.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00189,EdTech,Unknown,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,6,3542782.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00190,EdTech,Unknown,Denmark,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,6,6684344.809907341,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00191,EdTech,Unknown,Finland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,8,17224232.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00192,EdTech,Unknown,France,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,24,35722340.59118585,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00193,EdTech,Unknown,Germany,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,23,57244087.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00194,EdTech,Unknown,Hong Kong,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,6,4352500.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00195,EdTech,Unknown,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,112,359687782.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00196,EdTech,Unknown,Ireland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,16,120120391.40025714,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00197,EdTech,Unknown,Israel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,16,27765000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00198,EdTech,Unknown,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,17,20043318.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00199,EdTech,Unknown,Japan,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,11,38597775.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00200,EdTech,Unknown,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,9,1563486.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00201,EdTech,Unknown,Netherlands,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,21,15639554.44711655,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00202,EdTech,Unknown,New Zealand,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,4,78924.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00203,EdTech,Unknown,Nigeria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,20000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00204,EdTech,Unknown,Norway,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,13567805.981402362,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00205,EdTech,Unknown,Pakistan,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,175000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00206,EdTech,Unknown,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,4,465146.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00207,EdTech,Unknown,Philippines,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,19500.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00208,EdTech,Unknown,Poland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,6,1212290.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00209,EdTech,Unknown,Portugal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,1571898.520199728,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00210,EdTech,Unknown,Romania (non-standard code),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,866314.8983687349,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00211,EdTech,Unknown,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,24,36336385.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00212,EdTech,Unknown,Singapore,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,19,6077468.952550415,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00213,EdTech,Unknown,South Africa,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,4,1672964.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00214,EdTech,Unknown,South Korea,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,14,30207905.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00215,EdTech,Unknown,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,28,120934834.79501875,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00216,EdTech,Unknown,Sweden,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,7,12090000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00217,EdTech,Unknown,Switzerland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,5,9280170.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00218,EdTech,Unknown,Taiwan,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,7950000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00219,EdTech,Unknown,Turkey,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,4,2570000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00220,EdTech,Unknown,United Kingdom,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,122,1160065923.5242686,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00221,EdTech,Unknown,United States,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,1232,13884277393.01382,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00222,EdTech,Unknown,Vietnam,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,600000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00223,FinTech,Unknown,Argentina,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,18,50285763.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00224,FinTech,Unknown,Australia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,39,766166831.8828684,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00225,FinTech,Unknown,Austria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,8168043.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00226,FinTech,Unknown,Belgium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,13,146545544.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00227,FinTech,Unknown,Bermuda,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,752766000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00228,FinTech,Unknown,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,31,183504657.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
