startup_id,startup_name,company_description,website,founded_year,founded_country,headquarters_country,headquarters_city,industry,sub_industry,business_category,target_audience,customer_type,problem_solved,solution_description,technology_used,business_model,revenue_model,pricing_model,revenue_stream,geographic_market,market_size_category,market_growth_category,demand_level,competition_level,competitor_count,total_funding_usd,funding_rounds,last_funding_date,last_funding_amount_usd,major_investors,employee_count,startup_stage,latest_known_valuation_usd,startup_status,acquisition_status,acquisition_date,ipo_status,ipo_date,shutdown_date,success_indicator,success_label,outcome_reason,data_quality,source,source_url,last_verified_date,possible_duplicate_flag
LL-014821,"DataScience, Inc.",,http://datascience.com,2014.0,United States,United States,Culver City,SaaS,Analytics|Big Data|Big Data Analytics|Business Intelligence|Cloud Data Services|Databases|Data Integration|Data Visualization|Internet of Things,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6734.0,6000000.0,2.0,2015-06-02,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-014828,DataSphere,,http://www.datasphere.com,2006.0,United States,United States,Bellevue,MarTech,Advertising|Incentives|Local|Media|SaaS|Search|Television,Search,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),2413.0,28805381.0,3.0,2012-03-13,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-014846,DataXu,,http://www.dataxu.com,2009.0,United States,United States,Boston,MarTech,Ad Targeting|Advertising|Big Data Analytics|Data Visualization|Digital Media|Enterprise Software|Internet Marketing|Technology,Advertising,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),2413.0,55800000.0,4.0,2014-02-05,,,,Growth stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-014855,Dating LATAM,,http://datinglatam.com/,,United States,United States,Palo Alto,Other / Unspecified,Internet|Online Dating,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,,1.0,2015-05-26,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-014874,Davidson Instruments,,http://www.davidson-instruments.com/,,United States,United States,The Woodlands,Other / Unspecified,Oil & Gas,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,355000.0,4.0,2015-04-28,,,,Growth stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-014875,DAVIDsTEA,,http://www.davidstea.com,2008.0,Canada,Canada,Quebec,E-commerce,E-Commerce,E-Commerce,,,,,,,,,,Canada,Unknown,Unknown,Unknown,Medium (dataset-derived),90.0,13962782.0,1.0,2012-04-11,,,,Public (post-IPO),,ipo,Not acquired,,IPO,,,IPO,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-014880,DAVO Technologies,,http://www.davotechnologies.com/,2011.0,United States,United States,Portland,FinTech,Financial Services|Franchises|Governments|Small and Medium Businesses,Governments,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),1903.0,2220000.0,1.0,2014-12-31,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-014884,DAXKO,,http://www.daxko.com,,United States,United States,Birmingham,SaaS,Software,Software,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6734.0,7750000.0,2.0,2014-02-24,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-014900,Daylight Digital,,http://www.daylight.co,2012.0,United States,United States,Hillsborough,Other / Unspecified,Design,Design,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,25000.0,1.0,2013-12-31,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-014910,Dazzling Beauty Group,,http://TheBeautyCrush.com,2011.0,United States,United States,San Francisco,E-commerce,Beauty|E-Commerce,E-Commerce,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),1654.0,150000.0,1.0,2011-03-31,,,,Closed,,closed,Not acquired,,Not IPO'd,,,Failed / Closed,0.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-014923,dbTwang,,http://www.dbtwang.com,2008.0,,,,SaaS,Curated Web,Curated Web,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,267436.0,2.0,2009-09-04,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-014964,DealCurious,,http://www.dealcurious.com,,United States,United States,Excelsior,PropTech,Consumer Internet|Curated Web|Real Estate|Technology,Real Estate,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),635.0,400000.0,1.0,2011-10-03,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-014978,Dealflow.com,,,2001.0,United States,United States,Jericho,FinTech,Finance|Software,Finance,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),1903.0,1000000.0,1.0,2012-12-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-014989,Local Offer Network,,http://www.localoffernetwork.com,2010.0,United States,United States,Chicago,MarTech,Advertising,Advertising,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),2413.0,1500000.0,1.0,2011-03-30,,,,Acquired,,acquired,Acquired,,Not IPO'd,,,Acquired,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-014996,DealTraction,,http://www.dealtraction.com,2010.0,United States,United States,Menlo Park,AI / Machine Learning,Email|Networking|SaaS|Software,Software,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),265.0,500000.0,1.0,2009-12-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015010,Debt Wealth Builders Company,,http://www.debtwealthbuilders.com,2012.0,United States,United States,San Diego,FinTech,Finance,Finance,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),1903.0,,1.0,2014-06-27,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015021,Decibel Therapeutics,,http://decibeltx.com/,2015.0,,,,HealthTech,Biotechnology,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,52000000.0,1.0,2015-10-15,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015023,Decide.com,,http://www.decide.com,2011.0,United States,United States,Seattle,E-commerce,Consumer Electronics|Curated Web|E-Commerce|Machine Learning|Search|Shopping,Consumer Electronics,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),1654.0,16500000.0,3.0,2013-03-01,,,,Acquired,,acquired,Acquired,,Not IPO'd,,,Acquired,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015025,Decimal Software Ltd,,http://www.decimal.com.au,2006.0,Australia,Australia,Sydney,FinTech,Finance|Finance Technology|Services,Finance Technology,,,,,,,,,,Australia,Unknown,Unknown,Unknown,Medium (dataset-derived),38.0,19826645.0,7.0,2014-11-25,,,,Public (post-IPO),,ipo,Not acquired,,IPO,,,IPO,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015047,Decisive BI,,http://www.decisivebi.com,2010.0,United States,United States,Chicago,Other / Unspecified,Business Intelligence|Web Hosting,Business Intelligence,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,,1.0,2011-01-15,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015050,Deck App Technologies,,http://www.deck.in,2012.0,India,India,Bangalore,SaaS,Enterprise Software,Enterprise Software,,,,,,,,,,India,Unknown,Unknown,Unknown,Medium (dataset-derived),188.0,600000.0,1.0,2013-12-16,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015056,Decolar.com,,http://www.decolar.com/,1999.0,Brazil,Brazil,Guarulhos,TravelTech,Online Travel|Travel & Tourism,,,,,,,,,,,Brazil,Unknown,Unknown,Unknown,Low (dataset-derived),19.0,270000000.0,2.0,2015-03-11,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015061,DecoSnap,,http://www.decosnap.com,,,,,SaaS,Curated Web,Curated Web,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,40000.0,1.0,2012-05-25,,,,Closed,,closed,Not acquired,,Not IPO'd,,,Failed / Closed,0.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015084,Deep Glint,,http://www.deepglint.com,2013.0,China,China,Beijing,Cybersecurity,Analytics|Computer Vision|Machine Learning|Security,Machine Learning,,,,,,,,,,China,Unknown,Unknown,Unknown,Low (dataset-derived),17.0,18000000.0,3.0,2014-06-01,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015090,Deep Sea Marketing S.A.,,,2011.0,,,,Media & Entertainment,Apps|Messaging|Photo Sharing|Social Network Media,Social Network Media,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,325000.0,2.0,2013-03-01,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015093,Deepclass,,http://www.deepclass.com,2013.0,United States,United States,New York,E-commerce,Collectibles|E-Commerce|Fashion|Home & Garden|Jewelry|Lifestyle,Fashion,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),1654.0,4350000.0,1.0,2013-07-19,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015094,DeepDyve,,http://www.deepdyve.com,2005.0,United States,United States,Redwood City,Media & Entertainment,Content|Content Discovery|Startups,Curated Web,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),3740.0,5375000.0,2.0,2009-10-05,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015100,DeepRockDrive,,http://deeprockdrive.com,,United States,United States,Las Vegas,Media & Entertainment,Concerts|Games|Music,Music,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),3740.0,3000000.0,1.0,2008-01-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015102,DeepStream Technologies,,,2003.0,United Kingdom,United Kingdom,Bangor,Other / Unspecified,Manufacturing,Manufacturing,,,,,,,,,,United Kingdom,Unknown,Unknown,Unknown,High (dataset-derived),690.0,15169529.0,1.0,2006-09-26,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015127,Deja View Concepts,,http://dejaviewconcepts.com,,United States,United States,Hingham,Cybersecurity,Security,Security,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),915.0,2360000.0,2.0,2015-11-20,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015130,Dejour Energy,,http://www.dejour.com/,2004.0,United States,United States,Denver,Other / Unspecified,Oil & Gas,Oil & Gas,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,1500000.0,1.0,2014-08-15,,,,Public (post-IPO),,ipo,Not acquired,,IPO,,,IPO,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015135,Del Palma Orthopedics,,http://delpalmaortho.com,2008.0,United States,United States,Columbia City,DeepTech,Hardware + Software,Hardware + Software,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),1500.0,1402232.0,1.0,2010-06-28,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015155,Deline.JY Inc.,,http://www.delinejy.com,2008.0,South Korea,South Korea,Seoul,SaaS,Curated Web|Internet|Messaging|Mobile|SMS|SNS|Technology,Curated Web,,,,,,,,,,South Korea,Unknown,Unknown,Unknown,Medium (dataset-derived),76.0,100000.0,1.0,2008-10-07,,,,Closed,,closed,Not acquired,,Not IPO'd,,,Failed / Closed,0.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015206,Delvv,,http://www.delvv.com,2013.0,United States,United States,Palo Alto,Media & Entertainment,Mobile|News,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),3740.0,3500000.0,1.0,2015-05-07,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015207,Dely,,http://dely.jp,,Japan,Japan,Tokyo,FoodTech,Consumer Goods|Content Delivery|Food Processing,Consumer Goods,,,,,,,,,,Japan,Unknown,Unknown,Unknown,Low (dataset-derived),2.0,,1.0,2014-09-08,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015210,Dem.ly Srl,,http://www.dem.ly,2010.0,Italy,Italy,Milan,MarTech,Email Marketing|Social Media,Email Marketing,,,,,,,,,,Italy,Unknown,Unknown,Unknown,Low (dataset-derived),29.0,302643.0,2.0,2014-01-01,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015220,DemandPoint,,http://www.demandpointinc.com,1996.0,United States,United States,Englewood,Other / Unspecified,Consulting,Consulting,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,1507989.0,2.0,2010-05-06,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015222,Demandware,,http://www.demandware.com/,2004.0,United States,United States,Burlington,SaaS,Enterprise Software|Technology,Technology,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6734.0,54100002.0,5.0,2014-10-30,,,,Public (post-IPO),,ipo,Not acquired,,IPO,,,IPO,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015232,Democracy.com,,http://democracy.com,2012.0,United States,United States,Brooklyn,Media & Entertainment,Marketplaces|Social Network Media,Politics,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),3740.0,3840000.0,3.0,2015-06-01,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015238,DemoHire,,http://www.demohire.com,2012.0,United States,United States,Miami,HRTech,Curated Web|Human Resources|Video,Video,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),332.0,50000.0,1.0,2012-09-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015250,Denison Entertainment,,http://denisonentertainment.com/,,,,,Other / Unspecified,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,75000000.0,1.0,2007-10-05,,,,Closed,,closed,Not acquired,,Not IPO'd,,,Failed / Closed,0.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015252,DeNovaMed,,http://www.denovamed.com/,2006.0,Canada,Canada,Halifax,HealthTech,Pharmaceuticals,Pharmaceuticals,,,,,,,,,,Canada,Unknown,Unknown,Unknown,High (dataset-derived),259.0,501408.0,1.0,2012-03-31,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
